aoi_name,date_start,date_end,target_date,item_id,asset_key,valid_pixels,flood_pixels,aoi_area_km2,gfm_flooded_area_km2,gfm_flood_fraction,flood_detected,flood_label_binary,flood_label_3tier,binary_threshold_km2,tier_minor_km2,tier_significant_km2,source,gfm_items,gfm_items_used,gfm_asset_keys,errors
danube_vidin_lom,2026-04-04,2026-04-09,2026-04-09,ENSEMBLE_FLOOD_20260407T161654_VV_EU020M_E057N009T3,tuw_flood_extent,4199411,121512,3013.9774,48.6048,0.016126,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,16,16,tuw_flood_extent,
danube_kozloduy_oriahovo,2026-04-04,2026-04-09,2026-04-09,ENSEMBLE_FLOOD_20260407T161654_VV_EU020M_E057N009T3,tuw_flood_extent,3992328,123834,2505.6543,49.5336,0.019769,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,16,16,tuw_flood_extent,
danube_nikopol,2026-04-04,2026-04-09,2026-04-09,ENSEMBLE_FLOOD_20260408T160758_VV_EU020M_E057N009T3,tuw_flood_extent,881731,35779,940.3986,14.3116,0.015219,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,16,16,tuw_flood_extent,
dobrich_dobrudzha,2026-04-04,2026-04-09,2026-04-09,ENSEMBLE_FLOOD_20260408T160733_VV_EU020M_E060N009T3,tuw_flood_extent,3007393,103608,1795.6435,41.4432,0.02308,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,17,17,tuw_flood_extent,
silistra_dobrudzha,2026-04-04,2026-04-09,2026-04-09,ENSEMBLE_FLOOD_20260408T160758_VV_EU020M_E060N009T3,tuw_flood_extent,2157487,73251,1225.8887,29.3004,0.023901,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,17,17,tuw_flood_extent,
shumen_targovishte,2026-04-04,2026-04-09,2026-04-09,ENSEMBLE_FLOOD_20260408T160733_VV_EU020M_E060N009T3,tuw_flood_extent,6854227,183964,3605.9195,73.5856,0.020407,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,17,17,tuw_flood_extent,
varna_coast,2026-04-04,2026-04-09,2026-04-09,ENSEMBLE_FLOOD_20260408T160733_VV_EU020M_E060N009T3,tuw_flood_extent,2138369,38598,1623.9879,15.4392,0.009507,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,17,17,tuw_flood_extent,
burgas_coast,2026-04-04,2026-04-09,2026-04-09,ENSEMBLE_FLOOD_20260408T160733_VV_EU020M_E060N009T3,tuw_flood_extent,3377389,161436,3195.7946,64.5744,0.020206,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,17,17,tuw_flood_extent,
kamchia_river,2026-04-04,2026-04-09,2026-04-09,ENSEMBLE_FLOOD_20260408T160733_VV_EU020M_E060N009T3,tuw_flood_extent,2609298,32228,1904.5852,12.8912,0.006769,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,17,17,tuw_flood_extent,
sofia_plain_iskar,2026-04-04,2026-04-09,2026-04-09,ENSEMBLE_FLOOD_20260406T162352_VV_EU020M_E057N009T3,tuw_flood_extent,3897919,55514,2182.7518,22.2056,0.010173,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,16,16,tuw_flood_extent,
iskar_gorge,2026-04-04,2026-04-09,2026-04-09,ENSEMBLE_FLOOD_20260407T161654_VV_EU020M_E057N009T3,tuw_flood_extent,3055023,6085,2034.0846,2.434,0.001197,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,16,16,tuw_flood_extent,
yantra_veliko_tarnovo,2026-04-04,2026-04-09,2026-04-09,ENSEMBLE_FLOOD_20260408T160733_VV_EU020M_E057N009T3,tuw_flood_extent,3454043,171298,2055.0263,68.5192,0.033342,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,33,33,tuw_flood_extent,
osam_lovech,2026-04-04,2026-04-09,2026-04-09,ENSEMBLE_FLOOD_20260407T042110_VV_EU020M_E057N009T3,tuw_flood_extent,2277855,28679,1898.4788,11.4716,0.006043,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,16,16,tuw_flood_extent,
vit_pleven,2026-04-04,2026-04-09,2026-04-09,ENSEMBLE_FLOOD_20260407T161654_VV_EU020M_E057N009T3,tuw_flood_extent,4334821,51382,2048.379,20.5528,0.010034,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,16,16,tuw_flood_extent,
maritsa_plovdiv,2026-04-04,2026-04-09,2026-04-09,ENSEMBLE_FLOOD_20260406T043046_VV_EU020M_E057N009T3,tuw_flood_extent,1406376,61387,734.4868,24.5548,0.033431,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,16,16,tuw_flood_extent,
maritsa_pazardzhik,2026-04-04,2026-04-09,2026-04-09,ENSEMBLE_FLOOD_20260406T043046_VV_EU020M_E057N009T3,tuw_flood_extent,2261004,28470,1238.4802,11.388,0.009195,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,16,16,tuw_flood_extent,
maritsa_harmanli_svilengrad,2026-04-04,2026-04-09,2026-04-09,ENSEMBLE_FLOOD_20260408T160708_VV_EU020M_E060N006T3,tuw_flood_extent,1796479,92164,1382.5063,36.8656,0.026666,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,71,71,tuw_flood_extent,
tundzha_yambol_elhovo,2026-04-04,2026-04-09,2026-04-09,ENSEMBLE_FLOOD_20260408T160733_VV_EU020M_E060N009T3,tuw_flood_extent,2919188,251628,3785.6972,100.6512,0.026587,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,36,36,tuw_flood_extent,
arda_kardzhali,2026-04-04,2026-04-09,2026-04-09,ENSEMBLE_FLOOD_20260407T042135_VV_EU020M_E057N006T3,tuw_flood_extent,3197864,15961,1942.2094,6.3844,0.003287,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,19,19,tuw_flood_extent,
struma_blago_county,2026-04-04,2026-04-09,2026-04-09,ENSEMBLE_FLOOD_20260406T162352_VV_EU020M_E057N009T3,tuw_flood_extent,1593659,44857,2760.7343,17.9428,0.006499,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,35,35,tuw_flood_extent,
mesta_gotse_delchev,2026-04-04,2026-04-09,2026-04-09,ENSEMBLE_FLOOD_20260407T161629_VV_EU020M_E057N006T3,tuw_flood_extent,3306179,15964,2499.0337,6.3856,0.002555,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,19,19,tuw_flood_extent,
stara_zagora_chirpan,2026-04-04,2026-04-09,2026-04-09,ENSEMBLE_FLOOD_20260408T160733_VV_EU020M_E057N009T3,tuw_flood_extent,1725375,232386,1513.6966,92.9544,0.061409,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,16,16,tuw_flood_extent,
haskovo_dimitrovgrad,2026-04-04,2026-04-09,2026-04-09,ENSEMBLE_FLOOD_20260407T042135_VV_EU020M_E057N009T3,tuw_flood_extent,1844824,138380,1609.809,55.352,0.034384,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,35,35,tuw_flood_extent,
sliven_nova_zagora,2026-04-04,2026-04-09,2026-04-09,ENSEMBLE_FLOOD_20260408T160733_VV_EU020M_E060N009T3,tuw_flood_extent,4666567,538205,2737.0942,215.282,0.078653,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,17,17,tuw_flood_extent,
pleven_small,2026-04-07,2026-04-12,2026-04-12,ENSEMBLE_FLOOD_20260412T042913_VV_EU020M_E057N009T3,tuw_flood_extent,54533,1493,24.9819,0.5972,0.023905,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,18,18,tuw_flood_extent,
pleven_levski,2026-04-07,2026-04-12,2026-04-12,ENSEMBLE_FLOOD_20260412T042913_VV_EU020M_E057N009T3,tuw_flood_extent,2710624,133896,1617.3999,53.5584,0.033114,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,18,18,tuw_flood_extent,
danube_belene_svishtov,2026-04-07,2026-04-12,2026-04-12,ENSEMBLE_FLOOD_20260412T042913_VV_EU020M_E057N009T3,tuw_flood_extent,1602535,55944,895.9858,22.3776,0.024975,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,18,18,tuw_flood_extent,
danube_ruse_slivo_pole,2026-04-07,2026-04-12,2026-04-12,ENSEMBLE_FLOOD_20260408T160758_VV_EU020M_E060N009T3,tuw_flood_extent,1402852,22534,802.7341,9.0136,0.011229,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,36,36,tuw_flood_extent,
danube_vidin_lom,2026-04-07,2026-04-12,2026-04-12,ENSEMBLE_FLOOD_20260412T042913_VV_EU020M_E057N009T3,tuw_flood_extent,4973136,436469,3013.9774,174.5876,0.057926,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,18,18,tuw_flood_extent,
danube_kozloduy_oriahovo,2026-04-07,2026-04-12,2026-04-12,ENSEMBLE_FLOOD_20260412T042913_VV_EU020M_E057N009T3,tuw_flood_extent,4289254,409178,2505.6543,163.6712,0.065321,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,18,18,tuw_flood_extent,
danube_nikopol,2026-04-07,2026-04-12,2026-04-12,ENSEMBLE_FLOOD_20260412T042913_VV_EU020M_E057N009T3,tuw_flood_extent,1662070,65598,940.3986,26.2392,0.027902,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,18,18,tuw_flood_extent,
dobrich_dobrudzha,2026-04-07,2026-04-12,2026-04-12,ENSEMBLE_FLOOD_20260408T160733_VV_EU020M_E060N009T3,tuw_flood_extent,3007393,103608,1795.6435,41.4432,0.02308,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,18,18,tuw_flood_extent,
silistra_dobrudzha,2026-04-07,2026-04-12,2026-04-12,ENSEMBLE_FLOOD_20260408T160758_VV_EU020M_E060N009T3,tuw_flood_extent,2157487,73251,1225.8887,29.3004,0.023901,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,18,18,tuw_flood_extent,
shumen_targovishte,2026-04-07,2026-04-12,2026-04-12,ENSEMBLE_FLOOD_20260408T160733_VV_EU020M_E060N009T3,tuw_flood_extent,6854227,183964,3605.9195,73.5856,0.020407,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,18,18,tuw_flood_extent,
varna_coast,2026-04-07,2026-04-12,2026-04-12,ENSEMBLE_FLOOD_20260408T160733_VV_EU020M_E060N009T3,tuw_flood_extent,2138369,38598,1623.9879,15.4392,0.009507,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,18,18,tuw_flood_extent,
burgas_coast,2026-04-07,2026-04-12,2026-04-12,ENSEMBLE_FLOOD_20260408T160733_VV_EU020M_E060N009T3,tuw_flood_extent,3377389,161436,3195.7946,64.5744,0.020206,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,18,18,tuw_flood_extent,
kamchia_river,2026-04-07,2026-04-12,2026-04-12,ENSEMBLE_FLOOD_20260408T160733_VV_EU020M_E060N009T3,tuw_flood_extent,2609298,32228,1904.5852,12.8912,0.006769,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,18,18,tuw_flood_extent,
sofia_plain_iskar,2026-04-07,2026-04-12,2026-04-12,ENSEMBLE_FLOOD_20260412T042938_VV_EU020M_E057N009T3,tuw_flood_extent,3503628,62008,2182.7518,24.8032,0.011363,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,18,18,tuw_flood_extent,
iskar_gorge,2026-04-07,2026-04-12,2026-04-12,ENSEMBLE_FLOOD_20260412T042938_VV_EU020M_E057N009T3,tuw_flood_extent,2761717,22172,2034.0846,8.8688,0.00436,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,18,18,tuw_flood_extent,
yantra_veliko_tarnovo,2026-04-07,2026-04-12,2026-04-12,ENSEMBLE_FLOOD_20260408T160733_VV_EU020M_E057N009T3,tuw_flood_extent,3454043,171298,2055.0263,68.5192,0.033342,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,36,36,tuw_flood_extent,
osam_lovech,2026-04-07,2026-04-12,2026-04-12,ENSEMBLE_FLOOD_20260412T042913_VV_EU020M_E057N009T3,tuw_flood_extent,1215735,46202,1898.4788,18.4808,0.009735,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,18,18,tuw_flood_extent,
vit_pleven,2026-04-07,2026-04-12,2026-04-12,ENSEMBLE_FLOOD_20260412T042913_VV_EU020M_E057N009T3,tuw_flood_extent,3437452,257966,2048.379,103.1864,0.050375,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,18,18,tuw_flood_extent,
maritsa_plovdiv,2026-04-07,2026-04-12,2026-04-12,ENSEMBLE_FLOOD_20260412T042938_VV_EU020M_E057N009T3,tuw_flood_extent,1324512,171824,734.4868,68.7296,0.093575,1,1,2,0.5,0.5,5.0,GFM_STAC:GFM,18,18,tuw_flood_extent,
maritsa_pazardzhik,2026-04-07,2026-04-12,2026-04-12,ENSEMBLE_FLOOD_20260412T042938_VV_EU020M_E057N009T3,tuw_flood_extent,2039609,112417,1238.4802,44.9668,0.036308,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,18,18,tuw_flood_extent,
maritsa_harmanli_svilengrad,2026-04-07,2026-04-12,2026-04-12,ENSEMBLE_FLOOD_20260408T160708_VV_EU020M_E060N006T3,tuw_flood_extent,1796479,92164,1382.5063,36.8656,0.026666,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,74,74,tuw_flood_extent,
tundzha_yambol_elhovo,2026-04-07,2026-04-12,2026-04-12,ENSEMBLE_FLOOD_20260408T160733_VV_EU020M_E060N009T3,tuw_flood_extent,2919188,251628,3785.6972,100.6512,0.026587,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,37,37,tuw_flood_extent,
arda_kardzhali,2026-04-07,2026-04-12,2026-04-12,ENSEMBLE_FLOOD_20260407T042135_VV_EU020M_E057N006T3,tuw_flood_extent,3197864,15961,1942.2094,6.3844,0.003287,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,19,19,tuw_flood_extent,
struma_blago_county,2026-04-07,2026-04-12,2026-04-12,ENSEMBLE_FLOOD_20260407T161629_VV_EU020M_E057N009T3,tuw_flood_extent,369899,37822,2760.7343,15.1288,0.00548,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,37,37,tuw_flood_extent,
mesta_gotse_delchev,2026-04-07,2026-04-12,2026-04-12,ENSEMBLE_FLOOD_20260407T161629_VV_EU020M_E057N006T3,tuw_flood_extent,3306179,15964,2499.0337,6.3856,0.002555,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,19,19,tuw_flood_extent,
stara_zagora_chirpan,2026-04-07,2026-04-12,2026-04-12,ENSEMBLE_FLOOD_20260408T160733_VV_EU020M_E057N009T3,tuw_flood_extent,1725375,232386,1513.6966,92.9544,0.061409,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,18,18,tuw_flood_extent,
haskovo_dimitrovgrad,2026-04-07,2026-04-12,2026-04-12,ENSEMBLE_FLOOD_20260407T042135_VV_EU020M_E057N009T3,tuw_flood_extent,1844824,138380,1609.809,55.352,0.034384,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,37,37,tuw_flood_extent,
sliven_nova_zagora,2026-04-07,2026-04-12,2026-04-12,ENSEMBLE_FLOOD_20260408T160733_VV_EU020M_E060N009T3,tuw_flood_extent,4666567,538205,2737.0942,215.282,0.078653,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,18,18,tuw_flood_extent,
pleven_small,2026-04-10,2026-04-15,2026-04-15,ENSEMBLE_FLOOD_20260412T042913_VV_EU020M_E057N009T3,tuw_flood_extent,54533,1493,24.9819,0.5972,0.023905,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,17,17,tuw_flood_extent,
pleven_levski,2026-04-10,2026-04-15,2026-04-15,ENSEMBLE_FLOOD_20260413T161543_VV_EU020M_E057N009T3,tuw_flood_extent,2187938,163402,1617.3999,65.3608,0.040411,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,17,17,tuw_flood_extent,
danube_belene_svishtov,2026-04-10,2026-04-15,2026-04-15,ENSEMBLE_FLOOD_20260414T160844_VV_EU020M_E057N009T3,tuw_flood_extent,1296760,75247,895.9858,30.0988,0.033593,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,17,17,tuw_flood_extent,
danube_ruse_slivo_pole,2026-04-10,2026-04-15,2026-04-15,ENSEMBLE_FLOOD_20260414T160844_VV_EU020M_E060N009T3,tuw_flood_extent,1350590,60535,802.7341,24.214,0.030164,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,35,35,tuw_flood_extent,
danube_vidin_lom,2026-04-10,2026-04-15,2026-04-15,ENSEMBLE_FLOOD_20260413T161608_VV_EU020M_E057N009T3,tuw_flood_extent,3941412,469313,3013.9774,187.7252,0.062285,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,17,17,tuw_flood_extent,
danube_kozloduy_oriahovo,2026-04-10,2026-04-15,2026-04-15,ENSEMBLE_FLOOD_20260413T161608_VV_EU020M_E057N009T3,tuw_flood_extent,3721929,435454,2505.6543,174.1816,0.069515,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,17,17,tuw_flood_extent,
danube_nikopol,2026-04-10,2026-04-15,2026-04-15,ENSEMBLE_FLOOD_20260413T161608_VV_EU020M_E057N009T3,tuw_flood_extent,1734748,66541,940.3986,26.6164,0.028303,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,17,17,tuw_flood_extent,
dobrich_dobrudzha,2026-04-10,2026-04-15,2026-04-15,ENSEMBLE_FLOOD_20260414T041248_VV_EU020M_E060N009T3,tuw_flood_extent,3516183,749559,1795.6435,299.8236,0.166973,1,1,2,0.5,0.5,5.0,GFM_STAC:GFM,18,18,tuw_flood_extent,
silistra_dobrudzha,2026-04-10,2026-04-15,2026-04-15,ENSEMBLE_FLOOD_20260414T160844_VV_EU020M_E060N009T3,tuw_flood_extent,2157010,211647,1225.8887,84.6588,0.069059,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,18,18,tuw_flood_extent,
shumen_targovishte,2026-04-10,2026-04-15,2026-04-15,ENSEMBLE_FLOOD_20260414T160844_VV_EU020M_E060N009T3,tuw_flood_extent,6799559,314255,3605.9195,125.702,0.03486,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,18,18,tuw_flood_extent,
varna_coast,2026-04-10,2026-04-15,2026-04-15,ENSEMBLE_FLOOD_20260414T041248_VV_EU020M_E060N009T3,tuw_flood_extent,2135481,326823,1623.9879,130.7292,0.080499,1,1,2,0.5,0.5,5.0,GFM_STAC:GFM,18,18,tuw_flood_extent,
burgas_coast,2026-04-10,2026-04-15,2026-04-15,ENSEMBLE_FLOOD_20260414T041313_VV_EU020M_E060N009T3,tuw_flood_extent,4082498,297803,3195.7946,119.1212,0.037274,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,18,18,tuw_flood_extent,
kamchia_river,2026-04-10,2026-04-15,2026-04-15,ENSEMBLE_FLOOD_20260414T041313_VV_EU020M_E060N009T3,tuw_flood_extent,2821844,116279,1904.5852,46.5116,0.024421,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,18,18,tuw_flood_extent,
sofia_plain_iskar,2026-04-10,2026-04-15,2026-04-15,ENSEMBLE_FLOOD_20260413T161543_VV_EU020M_E057N009T3,tuw_flood_extent,3167087,88715,2182.7518,35.486,0.016257,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,17,17,tuw_flood_extent,
iskar_gorge,2026-04-10,2026-04-15,2026-04-15,ENSEMBLE_FLOOD_20260412T042938_VV_EU020M_E057N009T3,tuw_flood_extent,2761717,22172,2034.0846,8.8688,0.00436,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,17,17,tuw_flood_extent,
yantra_veliko_tarnovo,2026-04-10,2026-04-15,2026-04-15,ENSEMBLE_FLOOD_20260414T160844_VV_EU020M_E057N009T3,tuw_flood_extent,3346159,274833,2055.0263,109.9332,0.053495,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,35,35,tuw_flood_extent,
osam_lovech,2026-04-10,2026-04-15,2026-04-15,ENSEMBLE_FLOOD_20260413T161543_VV_EU020M_E057N009T3,tuw_flood_extent,3913238,109921,1898.4788,43.9684,0.02316,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,17,17,tuw_flood_extent,
vit_pleven,2026-04-10,2026-04-15,2026-04-15,ENSEMBLE_FLOOD_20260413T161543_VV_EU020M_E057N009T3,tuw_flood_extent,3656762,285762,2048.379,114.3048,0.055803,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,17,17,tuw_flood_extent,
maritsa_plovdiv,2026-04-10,2026-04-15,2026-04-15,ENSEMBLE_FLOOD_20260412T042938_VV_EU020M_E057N009T3,tuw_flood_extent,1324512,171824,734.4868,68.7296,0.093575,1,1,2,0.5,0.5,5.0,GFM_STAC:GFM,17,17,tuw_flood_extent,
maritsa_pazardzhik,2026-04-10,2026-04-15,2026-04-15,ENSEMBLE_FLOOD_20260413T161543_VV_EU020M_E057N009T3,tuw_flood_extent,2147538,115862,1238.4802,46.3448,0.037421,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,17,17,tuw_flood_extent,
maritsa_harmanli_svilengrad,2026-04-10,2026-04-15,2026-04-15,ENSEMBLE_FLOOD_20260414T160819_VV_EU020M_E060N006T3,tuw_flood_extent,1732858,138931,1382.5063,55.5724,0.040197,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,73,73,tuw_flood_extent,
tundzha_yambol_elhovo,2026-04-10,2026-04-15,2026-04-15,ENSEMBLE_FLOOD_20260413T042223_VV_EU020M_E060N009T3,tuw_flood_extent,5942719,538280,3785.6972,215.312,0.056875,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,36,36,tuw_flood_extent,
arda_kardzhali,2026-04-10,2026-04-15,2026-04-15,ENSEMBLE_FLOOD_20260413T161518_VV_EU020M_E057N006T3,tuw_flood_extent,2987506,27936,1942.2094,11.1744,0.005753,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,20,20,tuw_flood_extent,
struma_blago_county,2026-04-10,2026-04-15,2026-04-15,ENSEMBLE_FLOOD_20260413T161543_VV_EU020M_E057N009T3,tuw_flood_extent,370679,42896,2760.7343,17.1584,0.006215,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,37,37,tuw_flood_extent,
mesta_gotse_delchev,2026-04-10,2026-04-15,2026-04-15,ENSEMBLE_FLOOD_20260413T161518_VV_EU020M_E057N006T3,tuw_flood_extent,3184987,23390,2499.0337,9.356,0.003744,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,20,20,tuw_flood_extent,
stara_zagora_chirpan,2026-04-10,2026-04-15,2026-04-15,ENSEMBLE_FLOOD_20260413T042223_VV_EU020M_E057N009T3,tuw_flood_extent,2949701,501503,1513.6966,200.6012,0.132524,1,1,2,0.5,0.5,5.0,GFM_STAC:GFM,17,17,tuw_flood_extent,
haskovo_dimitrovgrad,2026-04-10,2026-04-15,2026-04-15,ENSEMBLE_FLOOD_20260413T042223_VV_EU020M_E057N009T3,tuw_flood_extent,1800389,290227,1609.809,116.0908,0.072115,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,37,37,tuw_flood_extent,
sliven_nova_zagora,2026-04-10,2026-04-15,2026-04-15,ENSEMBLE_FLOOD_20260414T160819_VV_EU020M_E060N009T3,tuw_flood_extent,4703628,753967,2737.0942,301.5868,0.110185,1,1,2,0.5,0.5,5.0,GFM_STAC:GFM,18,18,tuw_flood_extent,
pleven_small,2026-04-13,2026-04-18,2026-04-18,ENSEMBLE_FLOOD_20260413T161543_VV_EU020M_E057N009T3,tuw_flood_extent,56941,951,24.9819,0.3804,0.015227,0,0,0,0.5,0.5,5.0,GFM_STAC:GFM,15,15,tuw_flood_extent,
pleven_levski,2026-04-13,2026-04-18,2026-04-18,ENSEMBLE_FLOOD_20260418T043021_VV_EU020M_E057N009T3,tuw_flood_extent,2809944,275078,1617.3999,110.0312,0.06803,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,15,15,tuw_flood_extent,
danube_belene_svishtov,2026-04-13,2026-04-18,2026-04-18,ENSEMBLE_FLOOD_20260418T043021_VV_EU020M_E057N009T3,tuw_flood_extent,1471755,193027,895.9858,77.2108,0.086174,1,1,2,0.5,0.5,5.0,GFM_STAC:GFM,15,15,tuw_flood_extent,
danube_ruse_slivo_pole,2026-04-13,2026-04-18,2026-04-18,ENSEMBLE_FLOOD_20260414T160844_VV_EU020M_E060N009T3,tuw_flood_extent,1350590,60535,802.7341,24.214,0.030164,1,1,1,0.5,0.5,5.0,GFM_STAC:GFM,32,32,tuw_flood_extent,
danube_vidin_lom,2026-04-13,2026-04-18,2026-04-18,ENSEMBLE_FLOOD_20260418T162418_VV_EU020M_E057N009T3,tuw_flood_extent,5946284,957935,3013.9774,383.174,0.127132,1,1,2,0.5,0.5,5.0,GFM_STAC:GFM,15,15,tuw_flood_extent,
danube_kozloduy_oriahovo,2026-04-13,2026-04-18,2026-04-18,ENSEMBLE_FLOOD_20260418T162418_VV_EU020M_E057N009T3,tuw_flood_extent,2748679,653806,2505.6543,261.5224,0.104373,1,1,2,0.5,0.5,5.0,GFM_STAC:GFM,15,15,tuw_flood_extent,
